test MCC		0.22819,	0.23842,	0.25275,	0.22508,	0.22888,	0.23018,	0.25693,	0.21796,	0.22787,	0.22542,	0.23205,	0.22728,	0.36110,	0.21736,	0.23002,	0.22102,	0.22767,	0.22367,	0.25129,	0.23166,
michael saturated the workers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael saturated the island with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jason saturated the workers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason saturated the business with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael staffed the settlers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael staffed the colony with the settlers .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael staffed the settlers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael staffed the island with the settlers .	1	0	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
nicole staffed the settlers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole staffed the business with the settlers .	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
jason staffed the employees into the colony .	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0
jason staffed the colony with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james staffed the employees into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james staffed the island with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca staffed the employees into the business .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca staffed the business with the employees .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica staffed the workers into the colony .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica staffed the colony with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david staffed the workers into the island .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david staffed the island with the workers .	1	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0
christopher staffed the workers into the business .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
christopher staffed the business with the workers .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael trimmed the concrete in the courtyard .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael trimmed the courtyard with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james trimmed the concrete in the garden .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james trimmed the garden with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david trimmed the concrete in the driveway .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david trimmed the driveway with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole trimmed the concrete in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole trimmed campsite with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly trimmed the pebblesthe bricks in the courtyard .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly trimmed the courtyard with the pebblesthe bricks .	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0
jessica trimmed the pebblesthe bricks in the garden .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica trimmed the garden with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael trimmed the pebblesthe bricks in the driveway .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael trimmed the driveway with the pebblesthe bricks .	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
rebecca trimmed the pebblesthe bricks in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca trimmed campsite with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason tiled the concrete in the courtyard .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason tiled the courtyard with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael tiled the concrete in the garden .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael tiled the garden with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole tiled the concrete in the driveway .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole tiled the driveway with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tiled the concrete in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tiled campsite with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole tiled the pebblesthe bricks in the courtyard .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
nicole tiled the courtyard with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica tiled the pebblesthe bricks in the garden .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
jessica tiled the garden with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tiled the pebblesthe bricks in the driveway .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca tiled the driveway with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica tiled the pebblesthe bricks in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica tiled campsite with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly paved the concrete in the courtyard .	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1
kelly paved the courtyard with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca paved the concrete in the garden .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
rebecca paved the garden with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason paved the concrete in the driveway .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason paved the driveway with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael paved the concrete in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael paved campsite with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james paved the pebblesthe bricks in the courtyard .	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1
james paved the courtyard with the pebblesthe bricks .	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	0	0
elizabeth paved the pebblesthe bricks in the garden .	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1
elizabeth paved the garden with the pebblesthe bricks .	1	0	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1
michael paved the pebblesthe bricks in the driveway .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael paved the driveway with the pebblesthe bricks .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole paved the pebblesthe bricks in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole paved campsite with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher edged the concrete in the courtyard .	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1
christopher edged the courtyard with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole edged the concrete in the garden .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole edged the garden with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david edged the concrete in the driveway .	0	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1
david edged the driveway with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher edged the concrete in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher edged campsite with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael edged the pebblesthe bricks in the courtyard .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael edged the courtyard with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael edged the pebblesthe bricks in the garden .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael edged the garden with the pebblesthe bricks .	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
michael edged the pebblesthe bricks in the driveway .	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1
michael edged the driveway with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica edged the pebblesthe bricks in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica edged campsite with the pebblesthe bricks .	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
michael dotted the concrete in the courtyard .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
michael dotted the courtyard with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted the concrete in the garden .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted the garden with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted the concrete in the driveway .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted the driveway with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted the concrete in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted campsite with the concrete .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica dotted the pebblesthe bricks in the courtyard .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica dotted the courtyard with the pebblesthe bricks .	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
jason dotted the pebblesthe bricks in the garden .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
jason dotted the garden with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher dotted the pebblesthe bricks in the driveway .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
christopher dotted the driveway with the pebblesthe bricks .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted the pebblesthe bricks in campsite .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dotted campsite with the pebblesthe bricks .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
jason immersed the spy in the culture .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason immersed the culture with the spy .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason immersed the spy in the language .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason immersed the language with the spy .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason immersed the immigrant in the culture .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason immersed the culture with the immigrant .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth immersed the immigrant in the language .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth immersed the language with the immigrant .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher situated the spy in the culture .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher situated the culture with the spy .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly situated the spy in the language .	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
kelly situated the language with the spy .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica situated the immigrant in the culture .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica situated the culture with the immigrant .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth situated the immigrant in the language .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth situated the language with the immigrant .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole dripped the milk from the spoon .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole dripped the spoon with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca dripped the milk from the cup .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca dripped the cup with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher dripped the milk from the ladle .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher dripped the ladle with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
nicole dripped the milk from the spatula .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nicole dripped the spatula with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james dripped the soup from the spoon .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james dripped the spoon with the soup .	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
christopher dripped the soup from the cup .	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1
christopher dripped the cup with the soup .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth dripped the soup from the ladle .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth dripped the ladle with the soup .	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0
kelly dripped the soup from the spatula .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly dripped the spatula with the soup .	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0
elizabeth dribbled the milk from the spoon .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth dribbled the spoon with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dribbled the milk from the cup .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david dribbled the cup with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca dribbled the milk from the ladle .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca dribbled the ladle with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher dribbled the milk from the spatula .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher dribbled the spatula with the milk .	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	1	0	1
jason dribbled the soup from the spoon .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason dribbled the spoon with the soup .	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
rebecca dribbled the soup from the cup .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca dribbled the cup with the soup .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth dribbled the soup from the ladle .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
elizabeth dribbled the ladle with the soup .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher dribbled the soup from the spatula .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
christopher dribbled the spatula with the soup .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1
jason spilled the milk from the spoon .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason spilled the spoon with the milk .	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0
david spilled the milk from the cup .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david spilled the cup with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher spilled the milk from the ladle .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher spilled the ladle with the milk .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher spilled the milk from the spatula .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher spilled the spatula with the milk .	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0
nicole spilled the soup from the spoon .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
nicole spilled the spoon with the soup .	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0
jason spilled the soup from the cup .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason spilled the cup with the soup .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher spilled the soup from the ladle .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
christopher spilled the ladle with the soup .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher spilled the soup from the spatula .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1
christopher spilled the spatula with the soup .	0	1	1	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	0
christopher spewed the water from the tube .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
christopher spewed the tube with the water .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james spewed the water from the hose .	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
james spewed the hose with the water .	0	0	1	0	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1
elizabeth spewed the soup from the tube .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth spewed the tube with the soup .	0	0	1	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0
michael spewed the soup from the hose .	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0
michael spewed the hose with the soup .	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0
elizabeth spurted the water from the tube .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth spurted the tube with the water .	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1
james spurted the water from the hose .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james spurted the hose with the water .	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
jason spurted the soup from the tube .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason spurted the tube with the soup .	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
michael spurted the soup from the hose .	1	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0
michael spurted the hose with the soup .	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher shovelled the leaves into the box .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher shovelled the box with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david shovelled the leaves into the bin .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david shovelled the bin with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca shovelled the leaves into the trashcan .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca shovelled the trashcan with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason shovelled the leaves into the bag .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason shovelled the bag with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jason shovelled the dirt into the box .	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0
jason shovelled the box with the dirt .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david shovelled the dirt into the bin .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
david shovelled the bin with the dirt .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly shovelled the dirt into the trashcan .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly shovelled the trashcan with the dirt .	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0
david shovelled the dirt into the bag .	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	0
david shovelled the bag with the dirt .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james shovelled the litter into the box .	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0
james shovelled the box with the litter .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
michael shovelled the litter into the bin .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
michael shovelled the bin with the litter .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james shovelled the litter into the trashcan .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
james shovelled the trashcan with the litter .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly shovelled the litter into the bag .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly shovelled the bag with the litter .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica scraped the leaves into the box .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica scraped the box with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
elizabeth scraped the leaves into the bin .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
elizabeth scraped the bin with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca scraped the leaves into the trashcan .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca scraped the trashcan with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nicole scraped the leaves into the bag .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nicole scraped the bag with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
jessica scraped the dirt into the box .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica scraped the box with the dirt .	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
rebecca scraped the dirt into the bin .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca scraped the bin with the dirt .	0	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0
jason scraped the dirt into the trashcan .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jason scraped the trashcan with the dirt .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rebecca scraped the dirt into the bag .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca scraped the bag with the dirt .	0	0	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	0	0
james scraped the litter into the box .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
james scraped the box with the litter .	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1
jessica scraped the litter into the bin .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
jessica scraped the bin with the litter .	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
kelly scraped the litter into the trashcan .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
kelly scraped the trashcan with the litter .	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	0
rebecca scraped the litter into the bag .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rebecca scraped the bag with the litter .	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
christopher raked the leaves into the box .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher raked the box with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
christopher raked the leaves into the bin .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
christopher raked the bin with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david raked the leaves into the trashcan .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
david raked the trashcan with the leaves .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
